,SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Name,all_defensive,3PAr,FTr,TS%
0,1987-88,23.0,SEA,NBA,C,82.0,1080.0,9.8,12.4,22.2,17.2,3.9,1.4,1.5,20.0,15.0,0.2,1.4,1.6,0.069,-4.0,-0.7,-4.7,-0.7,Olden Polynice,0,,,
1,1987-88,23.0,SAC,NBA,PG,58.0,760.0,7.8,2.4,6.0,4.2,29.8,1.3,0.4,23.9,12.9,-0.3,0.1,-0.2,-0.011000000000000001,-3.3,-1.7,-4.9,-0.6,Michael Jackson,0,0.146,0.187,0.424
2,1987-88,22.0,TOT,NBA,PG,49.0,581.0,9.4,2.2,3.8,3.0,15.0,1.6,0.2,,22.3,-0.4,0.1,-0.3,-0.025,-3.3,-2.2,-5.4,-0.5,Tony White,0,,,
3,1987-88,23.0,BOS,NBA,PF,70.0,718.0,12.2,8.1,14.2,11.4,9.2,1.4,3.3,17.8,19.9,0.2,0.8,0.9,0.063,-3.0,0.4,-2.7,-0.1,Brad Lohaus,0,0.053,0.252,0.5429999999999999
4,1987-88,24.0,LAL,NBA,SG,40.0,380.0,10.4,1.3,6.8,4.2,21.7,0.8,0.6,12.1,20.0,0.1,0.2,0.4,0.046,-3.0,-1.5,-4.5,-0.2,Milt Wagner,0,0.068,0.19699999999999998,0.47600000000000003
5,1987-88,22.0,CLE,NBA,C,55.0,513.0,12.1,17.5,15.7,16.5,6.3,1.2,2.2,15.6,16.6,0.3,0.7,1.0,0.09300000000000001,-2.4,-0.6,-3.1,-0.1,Chris Dudley,0,0.0,0.518,0.505
6,1987-88,28.0,IND,NBA,PG,59.0,513.0,12.0,4.1,4.5,4.3,26.7,3.4,0.2,26.1,16.4,-0.2,0.6,0.4,0.039,-1.3,0.9,-0.4,0.2,Clinton Wheeler,0,0.0,0.258,0.507
7,1987-88,22.0,NYK,NBA,PG,44.0,364.0,8.7,1.5,6.5,3.9,32.8,2.1,0.2,26.2,17.9,-0.4,0.3,-0.1,-0.009000000000000001,-2.7,-1.1,-3.7,-0.2,Billy Donovan,0,0.064,0.193,0.444
8,1987-88,22.0,BOS,NBA,SG,49.0,405.0,14.3,8.8,9.6,9.2,9.3,1.9,2.1,12.1,26.3,0.1,0.4,0.4,0.052000000000000005,-2.2,-1.2,-3.4,-0.1,Reggie Lewis,0,0.021,0.295,0.504
9,1987-88,22.0,TOT,NBA,C,44.0,336.0,2.8,7.1,19.4,13.0,6.4,1.1,2.0,27.7,10.0,-0.5,0.4,-0.1,-0.013999999999999999,-9.4,1.2,-8.2,-0.5,Martin Nessley,0,0.0,0.34600000000000003,0.401
10,1987-88,29.0,MIL,NBA,PF,41.0,271.0,7.0,10.0,19.6,14.8,9.9,0.5,2.6,20.7,18.1,-0.4,0.3,-0.1,-0.013000000000000001,-6.0,-0.1,-6.1,-0.3,John Stroeder,0,,,
11,1987-88,23.0,UTA,NBA,SG,36.0,225.0,1.9,2.0,5.0,3.6,12.7,1.3,0.3,25.1,13.0,-0.4,0.2,-0.1,-0.026000000000000002,-7.4,-0.5,-7.9,-0.3,Bart Kofoed,0,0.146,0.271,0.428
12,1987-88,24.0,DET,NBA,SG,50.0,310.0,5.6,6.3,12.0,9.2,5.7,2.0,0.8,14.9,17.0,-0.5,0.4,-0.1,-0.008,-5.4,0.6,-4.8,-0.2,Ralph Lewis,0,0.011000000000000001,0.552,0.384
13,1986-87,23.0,CLE,NBA,SG,82.0,3064.0,17.2,6.0,7.8,6.9,21.1,3.2,1.5,15.6,28.9,-0.1,4.4,4.2,0.066,0.8,1.1,1.8,3.0,Ron Harper,0,0.057999999999999996,0.349,0.503
14,1986-87,22.0,IND,NBA,SF,82.0,2956.0,15.6,6.1,19.2,12.5,15.3,1.5,0.3,12.4,24.0,1.5,3.9,5.4,0.08800000000000001,0.4,-0.1,0.3,1.7,Chuck Person,0,0.102,0.21899999999999997,0.518
15,1986-87,21.0,CLE,NBA,C,80.0,2695.0,15.6,6.1,19.8,12.9,16.9,0.9,1.3,18.7,19.8,2.6,3.5,6.0,0.107,0.2,0.7,0.8,1.9,Brad Daugherty,0,0.0,0.44299999999999995,0.579
16,1986-87,22.0,SEA,NBA,PG,71.0,1972.0,14.1,5.6,12.8,9.2,35.5,3.0,1.3,29.9,10.3,1.9,2.2,4.1,0.099,0.5,2.2,2.6,2.3,Nate McMillan,1,0.023,0.46799999999999997,0.514
17,1986-87,22.0,NYK,NBA,SF,68.0,1719.0,13.3,7.6,14.5,11.0,6.5,1.4,1.7,10.2,17.9,1.9,1.3,3.1,0.08800000000000001,-1.2,-0.4,-1.6,0.2,Kenny Walker,0,0.006999999999999999,0.318,0.536
18,1986-87,22.0,TOT,NBA,SF-PF,63.0,1586.0,16.8,9.1,12.5,10.7,10.4,1.1,1.4,14.6,26.5,1.4,0.9,2.3,0.071,0.0,-1.7,-1.6,0.1,Walter Berry,0,0.004,0.376,0.561
19,1986-87,20.0,WSB,NBA,SF,78.0,1773.0,15.5,7.6,14.4,10.9,15.6,3.5,0.9,14.5,19.1,0.8,2.8,3.5,0.096,-0.2,2.0,1.8,1.7,John Williams,0,0.057999999999999996,0.35700000000000004,0.49700000000000005
20,1986-87,24.0,CHI,NBA,PF,80.0,1751.0,13.4,9.8,14.4,12.1,8.4,1.3,2.3,11.0,18.5,1.4,2.0,3.3,0.091,-1.4,-0.5,-1.9,0.1,Brad Sellers,0,0.017,0.285,0.498
21,1986-87,23.0,PHI,NBA,SG,77.0,1612.0,11.9,5.1,6.0,5.6,14.2,2.8,0.7,15.6,21.3,-0.1,1.5,1.4,0.040999999999999995,-2.2,0.2,-2.1,0.0,David Wingate,0,0.086,0.33399999999999996,0.49200000000000005
22,1986-87,23.0,SAS,NBA,PG,81.0,1682.0,14.6,3.5,7.7,5.5,24.9,1.9,0.1,12.4,23.1,1.2,0.8,2.0,0.057,-0.2,-1.3,-1.5,0.2,Johnny Dawkins,0,0.062,0.25,0.49200000000000005
23,1986-87,23.0,PHO,NBA,C,50.0,979.0,7.6,9.2,18.8,14.1,7.7,0.9,2.2,17.7,19.9,-1.7,0.9,-0.8,-0.040999999999999995,-5.4,-1.2,-6.6,-1.1,William Bedford,0,0.003,0.24,0.42200000000000004
24,1986-87,23.0,PHO,NBA,SG,80.0,1561.0,11.2,3.0,10.1,6.6,29.0,2.1,0.2,27.5,14.5,0.1,1.1,1.2,0.036000000000000004,-1.5,-0.3,-1.8,0.1,Jeff Hornacek,0,0.12300000000000001,0.34600000000000003,0.526
25,1986-87,22.0,DAL,NBA,PF,75.0,1405.0,15.2,14.1,26.7,20.5,5.0,1.9,3.2,15.3,19.1,0.6,2.5,3.1,0.105,-2.3,0.4,-1.9,0.0,Roy Tarpley,0,0.006,0.27899999999999997,0.501
26,1986-87,22.0,CLE,NBA,PG,67.0,1217.0,11.3,2.9,7.4,5.2,23.5,1.7,0.2,18.1,19.1,0.0,1.1,1.1,0.043,-1.7,-0.9,-2.6,-0.2,Mark Price,0,0.165,0.26899999999999996,0.489
27,1986-87,22.0,DET,NBA,C,82.0,1463.0,11.9,8.2,13.4,10.9,4.7,1.4,4.9,16.8,12.2,1.4,2.4,3.8,0.124,-2.1,3.0,0.9,1.1,John Salley,0,0.003,0.59,0.59
28,1986-87,23.0,DEN,NBA,PF,64.0,1110.0,12.5,6.5,14.2,10.1,8.9,0.9,1.4,10.3,18.8,0.7,0.7,1.5,0.064,-1.8,-1.4,-3.2,-0.3,Mark Alarie,0,0.02,0.228,0.516
29,1986-87,25.0,NJN,NBA,C,68.0,1029.0,13.6,10.9,20.6,15.7,5.3,1.5,1.8,20.4,18.0,0.9,1.1,2.0,0.09300000000000001,-2.0,-0.2,-2.2,0.0,Ben Coleman,0,0.003,0.387,0.617
30,1986-87,25.0,DET,NBA,SF,77.0,1155.0,15.5,15.6,15.3,15.5,6.8,1.6,2.4,17.2,18.9,1.1,1.7,2.9,0.12,-0.2,0.7,0.5,0.7,Dennis Rodman,1,0.003,0.322,0.56
31,1986-87,22.0,SAS,NBA,PF,68.0,1004.0,13.0,8.1,18.5,13.1,11.7,1.0,0.7,13.3,20.2,0.8,0.7,1.4,0.069,-2.0,-1.4,-3.4,-0.3,Larry Krystkowiak,0,0.032,0.397,0.515
32,1986-87,22.0,PHO,NBA,PF,77.0,1104.0,9.4,9.0,18.3,13.7,4.3,1.0,1.7,18.6,17.4,-0.3,1.0,0.7,0.031,-4.3,-1.1,-5.4,-0.9,Kenny Gattison,0,0.01,0.55,0.523
33,1986-87,23.0,LAC,NBA,PF,66.0,936.0,10.2,7.6,15.8,11.4,7.7,1.9,0.7,15.5,13.4,0.7,0.6,1.3,0.066,-3.7,-0.1,-3.8,-0.4,Tim Kempton,0,,,
34,1986-87,23.0,SAC,NBA,SF,67.0,913.0,11.8,8.1,13.0,10.5,17.7,2.1,1.3,15.7,17.5,0.0,0.7,0.7,0.035,-1.2,0.6,-0.6,0.3,Harold Pressley,0,0.08800000000000001,0.151,0.45799999999999996
35,1986-87,22.0,TOT,NBA,C,65.0,875.0,9.1,9.8,18.5,14.2,4.3,1.1,1.3,19.0,18.5,-0.1,0.9,0.8,0.045,-5.1,-0.9,-6.0,-0.9,Kevin Duckworth,0,0.004,0.491,0.53
36,1986-87,24.0,TOT,NBA,SF-SG,65.0,858.0,10.7,4.9,8.5,6.7,11.6,2.3,1.3,12.3,18.7,-0.2,0.7,0.5,0.027000000000000003,-2.5,-0.2,-2.7,-0.1,Anthony Jones,0,0.062,0.20199999999999999,0.461
37,1986-87,23.0,CHI,NBA,C,62.0,818.0,9.7,9.7,20.2,14.8,4.1,1.2,0.5,20.2,15.0,0.1,0.9,1.0,0.06,-4.1,-1.0,-5.1,-0.6,Mike Brown,0,0.0,0.358,0.5539999999999999
38,1986-87,24.0,PHO,NBA,SG,64.0,836.0,10.9,6.4,8.3,7.4,13.1,1.4,0.3,13.9,19.6,0.2,0.4,0.6,0.037000000000000005,-2.0,-1.3,-3.2,-0.3,Grant Gondrezick,0,0.057,0.35700000000000004,0.503
39,1986-87,23.0,LAL,NBA,SF,59.0,762.0,12.8,10.8,13.9,12.5,10.3,0.9,2.2,,18.9,0.7,0.9,1.6,0.102,-2.6,-0.1,-2.7,-0.1,Billy Thompson,0,,,
40,1986-87,22.0,PHO,NBA,SF,62.0,711.0,11.9,6.6,10.1,8.4,9.1,1.8,0.6,13.1,23.6,-0.1,0.5,0.4,0.024,-2.0,-1.9,-3.9,-0.3,Rafael Addison,0,0.151,0.193,0.5
41,1986-87,21.0,GSW,NBA,C,35.0,385.0,5.4,10.1,18.7,14.4,5.6,0.7,1.2,18.9,21.6,-1.1,0.3,-0.8,-0.1,-6.5,-2.5,-9.0,-0.7,Chris Washburn,0,0.006999999999999999,0.35200000000000004,0.39399999999999996
42,1986-87,22.0,MIL,NBA,SG,42.0,461.0,6.0,3.1,4.6,3.9,12.4,2.6,0.4,15.6,17.1,-0.5,0.5,0.0,-0.003,-6.0,0.4,-5.5,-0.4,Keith Smith,0,0.06,0.187,0.425
43,1986-87,23.0,CLE,NBA,SF,59.0,630.0,9.8,6.2,5.8,6.0,6.4,1.5,0.6,13.0,22.5,-0.2,0.5,0.3,0.024,-3.4,-1.1,-4.4,-0.4,Johnny Newman,0,0.08,0.276,0.475
44,1986-87,23.0,SAC,NBA,PF,45.0,468.0,10.5,7.0,11.0,9.0,8.0,0.9,1.0,9.5,18.1,0.2,0.2,0.4,0.040999999999999995,-2.7,-1.5,-4.2,-0.3,Johnny Rogers,0,0.027000000000000003,0.081,0.493
45,1986-87,22.0,UTA,NBA,SG,67.0,636.0,11.3,4.9,7.9,6.4,13.7,2.0,0.4,11.4,24.1,-0.3,0.8,0.5,0.035,-3.1,-0.3,-3.4,-0.2,Dell Curry,0,0.184,0.11699999999999999,0.474
46,1986-87,23.0,HOU,NBA,SF,60.0,520.0,11.8,8.1,10.4,9.3,11.1,1.6,1.7,14.0,20.7,0.1,0.7,0.7,0.068,-2.5,0.0,-2.6,-0.1,Buck Johnson,0,0.005,0.289,0.503
47,1986-87,23.0,GSW,NBA,SG,41.0,341.0,11.5,8.3,9.7,9.0,17.7,1.8,0.2,16.4,18.8,0.0,0.2,0.2,0.032,-1.3,-0.9,-2.2,0.0,Clinton Smith,0,0.017,0.308,0.478
48,1986-87,24.0,HOU,NBA,C,62.0,498.0,10.3,8.7,17.0,12.9,6.3,0.9,0.5,14.0,22.3,-0.1,0.6,0.5,0.049,-4.3,-1.5,-5.8,-0.5,Dave Feitl,0,0.005,0.35100000000000003,0.491
49,1986-87,23.0,TOT,NBA,SG,54.0,323.0,6.1,2.7,8.8,5.9,14.2,1.4,0.2,15.0,22.7,-0.6,0.3,-0.3,-0.049,-5.4,-2.3,-7.7,-0.5,Conner Henry,0,0.309,0.19899999999999998,0.41200000000000003
50,1985-86,23.0,NYK,NBA,C,50.0,1771.0,17.4,7.6,21.9,14.4,9.6,1.5,3.6,15.3,26.5,0.0,3.1,3.1,0.084,-0.1,1.2,1.1,1.4,Patrick Ewing,1,0.006,0.376,0.526
51,1985-86,22.0,UTA,NBA,PF,81.0,2475.0,13.7,7.8,23.6,15.8,14.2,2.0,1.0,18.9,24.1,-2.4,4.3,1.9,0.036000000000000004,-2.4,0.5,-1.9,0.1,Karl Malone,1,0.002,0.39899999999999997,0.504
52,1985-86,21.0,IND,NBA,PF,81.0,2277.0,14.0,9.2,18.6,13.9,5.4,0.7,1.1,14.5,23.3,0.7,2.6,3.2,0.068,-1.5,-1.3,-2.8,-0.4,Wayman Tisdale,0,0.002,0.23399999999999999,0.539
53,1985-86,21.0,LAC,NBA,C,79.0,2088.0,16.1,8.4,23.6,15.9,5.4,1.4,5.3,15.4,18.1,1.7,2.3,4.0,0.09300000000000001,-1.6,1.1,-0.5,0.8,Benoit Benjamin,0,0.005,0.46399999999999997,0.551
54,1985-86,23.0,WSB,NBA,C,80.0,2090.0,11.2,6.4,18.3,12.4,1.4,0.6,10.6,,7.6,-0.4,4.2,3.9,0.08900000000000001,-3.8,4.7,0.9,1.5,Manute Bol,1,,,
55,1985-86,22.0,GSW,NBA,SG,55.0,1391.0,16.0,3.2,5.9,4.5,10.5,2.3,0.9,9.5,22.2,2.3,0.6,2.9,0.1,0.3,-0.1,0.3,0.8,Chris Mullin,0,0.044000000000000004,0.34,0.539
56,1985-86,22.0,NYK,NBA,SG,81.0,2025.0,12.2,4.9,6.8,5.8,13.2,1.6,0.3,13.1,24.7,-1.2,1.9,0.7,0.018000000000000002,-1.2,-0.9,-2.1,-0.1,Gerald Wilkins,0,0.027000000000000003,0.254,0.488
57,1985-86,22.0,DET,NBA,SG,82.0,1957.0,12.9,3.2,3.3,3.2,24.8,1.6,0.3,18.4,17.2,2.2,1.0,3.2,0.079,-0.3,-0.8,-1.1,0.4,Joe Dumars,1,0.027000000000000003,0.39899999999999997,0.5479999999999999
58,1985-86,22.0,CHI,NBA,PF,77.0,1772.0,16.5,15.7,27.1,21.2,10.5,1.8,1.0,21.0,19.2,1.7,1.6,3.3,0.09,0.5,-0.9,-0.4,0.7,Charles Oakley,1,0.006,0.49700000000000005,0.561
59,1985-86,22.0,ATL,NBA,C,82.0,1695.0,13.0,11.2,19.2,15.2,4.5,1.0,2.4,14.9,17.9,1.4,2.4,3.7,0.106,-2.1,0.2,-1.9,0.0,Jon Koncak,0,0.002,0.495,0.539
60,1985-86,23.0,CLE,NBA,PF,58.0,1197.0,12.0,10.7,21.7,16.2,7.7,1.1,1.8,15.6,17.1,0.5,1.4,1.9,0.075,-2.5,-0.1,-2.6,-0.2,Keith Lee,0,0.024,0.253,0.51
61,1985-86,22.0,PHO,NBA,SF,80.0,1602.0,12.8,7.1,14.7,11.1,7.7,2.0,1.3,20.6,17.8,0.8,1.8,2.7,0.08,-1.4,0.0,-1.4,0.2,Ed Pinckney,0,0.004,0.556,0.599
62,1985-86,22.0,LAL,NBA,PF,82.0,1542.0,11.8,12.4,15.5,14.0,4.2,1.5,1.7,17.7,14.7,1.4,2.0,3.3,0.10300000000000001,-1.6,0.1,-1.6,0.2,A.C. Green,1,0.015,0.43,0.564
63,1985-86,23.0,NYK,NBA,PF,71.0,1323.0,6.9,9.2,15.9,12.4,4.5,1.1,0.3,19.4,13.6,-0.6,1.6,0.9,0.034,-4.8,-0.3,-5.1,-1.0,Bob Thornton,0,0.0,0.591,0.48700000000000004
64,1985-86,22.0,PHI,NBA,PF,64.0,1092.0,12.6,11.0,16.9,13.9,2.8,1.4,0.4,12.3,20.7,0.6,1.1,1.7,0.07400000000000001,-2.2,-1.7,-3.9,-0.5,Terry Catledge,0,0.009000000000000001,0.32299999999999995,0.502
65,1985-86,26.0,PHO,NBA,PF,49.0,772.0,5.7,4.8,18.9,12.1,5.3,1.5,1.8,22.4,17.5,-1.4,0.9,-0.5,-0.028999999999999998,-6.3,0.0,-6.3,-0.8,Georgi Glouchkov,0,0.005,0.584,0.455
66,1985-86,22.0,ATL,NBA,PG,79.0,1229.0,18.5,2.4,8.6,5.5,38.7,3.2,0.2,23.0,23.0,1.9,1.6,3.5,0.13699999999999998,1.7,1.2,2.9,1.5,Spud Webb,0,0.027000000000000003,0.667,0.578
67,1985-86,22.0,POR,NBA,PG,79.0,1214.0,14.8,3.3,7.7,5.5,22.2,3.1,0.0,17.1,20.2,1.2,1.1,2.3,0.09300000000000001,-0.4,0.7,0.3,0.7,Terry Porter,0,0.094,0.34700000000000003,0.545
68,1985-86,23.0,DAL,NBA,SF,64.0,969.0,10.9,8.1,14.2,11.2,11.8,1.1,0.6,18.0,19.6,0.3,0.5,0.8,0.04,-2.9,-0.9,-3.8,-0.4,Detlef Schrempf,0,0.022000000000000002,0.483,0.52
69,1985-86,23.0,UTA,NBA,SF,78.0,1168.0,11.9,9.2,13.3,11.3,9.7,3.1,3.2,21.2,15.7,-0.4,2.1,1.8,0.07200000000000001,-2.6,2.4,-0.2,0.5,Carey Scurry,0,0.037000000000000005,0.419,0.509
70,1985-86,25.0,CLE,NBA,PG,76.0,1131.0,14.1,4.2,8.6,6.4,32.5,2.7,0.1,21.8,17.9,0.9,1.0,1.9,0.083,-0.6,0.6,0.1,0.6,Dirk Minniefield,0,0.107,0.268,0.537
71,1985-86,24.0,SAC,NBA,C,80.0,1180.0,9.7,10.9,24.8,17.9,5.1,1.0,1.6,21.1,17.4,-0.4,1.3,0.9,0.037000000000000005,-4.4,-0.5,-5.0,-0.9,Joe Kleine,0,0.0,0.37799999999999995,0.516
72,1985-86,23.0,SAS,NBA,SG,68.0,866.0,8.2,6.6,8.2,7.4,9.6,1.4,0.3,13.3,21.9,-1.0,0.5,-0.5,-0.028999999999999998,-3.6,-2.1,-5.7,-0.8,Alfredrick Hughes,0,0.046,0.226,0.435
73,1985-86,23.0,POR,NBA,PF,64.0,815.0,9.3,12.5,21.3,16.9,3.0,0.7,1.5,19.0,15.1,0.0,0.8,0.8,0.044000000000000004,-3.6,-1.4,-4.9,-0.6,Ken Johnson,0,0.0,0.397,0.523
74,1985-86,20.0,DEN,NBA,PF,53.0,573.0,11.6,8.2,18.9,13.3,3.0,1.5,2.2,12.9,9.9,0.6,0.8,1.4,0.11599999999999999,-1.6,0.6,-1.0,0.1,Pete Williams,0,0.0,0.36,0.5870000000000001
75,1985-86,23.0,CHI,NBA,C,38.0,408.0,6.5,12.3,18.4,15.2,6.1,0.7,3.2,,16.3,-0.5,0.2,-0.2,-0.024,-6.2,-1.2,-7.5,-0.6,Mike Smrek,0,,,
76,1985-86,23.0,IND,NBA,SF,66.0,691.0,11.5,6.6,9.4,8.0,11.3,1.4,0.6,15.3,22.6,0.0,0.7,0.6,0.045,-2.5,-0.9,-3.4,-0.2,Bill Martin,0,0.027000000000000003,0.18100000000000002,0.516
77,1985-86,24.0,NYK,NBA,PG,45.0,469.0,7.9,1.4,10.1,5.5,26.6,2.1,0.4,20.3,21.6,-0.9,0.6,-0.4,-0.039,-4.8,0.3,-4.5,-0.3,Fred Cofield,0,0.08199999999999999,0.109,0.428
78,1985-86,22.0,IND,NBA,SF,45.0,461.0,8.3,3.3,3.7,3.5,20.2,3.9,0.5,17.0,21.0,-0.9,0.6,-0.3,-0.026000000000000002,-4.8,1.0,-3.8,-0.2,Dwayne McClain,0,0.05,0.19399999999999998,0.402
79,1985-86,22.0,DAL,NBA,C,56.0,562.0,11.4,6.4,19.2,12.9,4.7,0.9,2.1,10.4,14.6,0.5,0.4,0.9,0.08,-2.4,-0.4,-2.8,-0.1,Bill Wennington,0,0.026000000000000002,0.405,0.524
80,1985-86,23.0,ATL,NBA,SG,64.0,639.0,11.7,2.1,8.6,5.3,16.3,1.7,0.3,15.0,20.1,0.4,0.6,1.0,0.07400000000000001,-2.1,0.2,-1.9,0.0,John Battle,0,0.032,0.46399999999999997,0.518
81,1985-86,23.0,MIL,NBA,SF,55.0,508.0,15.2,8.2,9.3,8.8,22.1,4.0,2.2,20.0,20.5,0.0,1.0,1.0,0.096,0.5,3.1,3.6,0.7,Jerry Reynolds,0,0.012,0.642,0.489
82,1985-86,23.0,DAL,NBA,C,48.0,409.0,7.6,6.9,17.4,12.2,5.1,0.3,1.6,18.5,15.1,-0.1,0.2,0.1,0.01,-4.1,-0.9,-4.9,-0.3,Uwe Blab,0,0.0,0.713,0.502
83,1985-86,22.0,HOU,NBA,SG,57.0,482.0,14.0,5.5,7.2,6.4,14.1,2.0,0.5,11.7,23.6,0.4,0.4,0.8,0.078,-1.5,-0.9,-2.4,-0.1,Steve Harris,0,0.021,0.23199999999999998,0.5
84,1985-86,22.0,ATL,NBA,SF,36.0,273.0,11.5,5.3,10.5,7.9,4.2,0.4,1.3,14.8,18.2,0.3,0.2,0.5,0.086,-1.0,-0.6,-1.6,0.0,Lorenzo Charles,0,0.0,0.409,0.5870000000000001
85,1985-86,22.0,BOS,NBA,SG,57.0,432.0,10.0,3.0,8.9,6.1,20.0,1.9,0.5,20.3,23.0,-0.3,0.6,0.3,0.037000000000000005,-4.1,-0.7,-4.8,-0.3,Sam Vincent,0,0.025,0.43200000000000005,0.47700000000000004
86,1985-86,23.0,DEN,NBA,C,48.0,330.0,8.7,11.2,19.9,15.3,6.4,0.4,1.7,19.3,24.2,-0.5,0.4,-0.1,-0.021,-6.1,-2.0,-8.1,-0.5,Blair Rasmussen,0,0.0,0.26,0.45799999999999996
87,1984-85,21.0,CHI,NBA,SG,82.0,3144.0,25.8,6.3,13.2,9.8,25.3,3.0,1.3,13.0,29.8,10.3,3.7,14.0,0.213,5.8,1.5,7.3,7.4,Michael Jordan,1,0.032,0.45899999999999996,0.5920000000000001
88,1984-85,22.0,HOU,NBA,C,82.0,2914.0,21.1,16.9,20.4,18.7,5.3,1.6,4.3,13.5,23.5,5.3,4.9,10.2,0.168,1.7,0.4,2.1,3.0,Hakeem Olajuwon,1,0.0,0.43799999999999994,0.564
89,1984-85,22.0,IND,NBA,PG,80.0,2486.0,12.8,6.2,7.5,6.9,14.0,1.8,0.2,15.5,20.1,1.3,2.0,3.3,0.063,-1.1,-0.5,-1.6,0.3,Vern Fleming,0,0.004,0.368,0.526
90,1984-85,23.0,POR,NBA,C,76.0,2216.0,15.7,10.5,22.6,16.6,12.2,1.2,5.0,20.8,14.8,2.2,3.5,5.7,0.12300000000000001,-0.3,2.3,2.0,2.2,Sam Bowie,0,0.0,0.40399999999999997,0.578
91,1984-85,21.0,PHI,NBA,PF,82.0,2347.0,18.3,12.9,20.8,16.9,9.6,1.9,2.0,17.9,20.0,4.2,3.3,7.5,0.154,1.3,0.4,1.7,2.2,Charles Barkley,0,0.008,0.511,0.599
92,1984-85,23.0,DAL,NBA,PF,82.0,2317.0,15.0,9.1,20.9,14.9,7.8,1.3,1.6,10.8,17.1,3.2,2.6,5.8,0.12,0.1,-0.1,0.0,1.2,Sam Perkins,0,0.049,0.332,0.535
93,1984-85,22.0,PHO,NBA,SG,80.0,2062.0,10.6,1.8,7.1,4.5,22.6,2.4,0.2,19.2,17.1,-0.2,2.2,1.9,0.044000000000000004,-2.9,0.4,-2.6,-0.3,Jay Humphries,0,0.032,0.272,0.502
94,1984-85,22.0,KCK,NBA,PF,82.0,1918.0,16.6,11.2,21.8,16.5,8.1,0.8,1.1,18.1,21.3,2.8,1.3,4.0,0.1,0.4,-1.3,-1.0,0.5,Otis Thorpe,0,0.003,0.542,0.62
95,1984-85,22.0,ATL,NBA,PF,82.0,1785.0,12.9,11.0,20.9,16.0,2.9,0.8,1.5,11.9,20.2,0.4,2.2,2.7,0.07200000000000001,-2.3,-1.4,-3.8,-0.8,Kevin Willis,0,0.013000000000000001,0.262,0.49700000000000005
96,1984-85,23.0,LAC,NBA,PF,75.0,1610.0,12.5,9.0,17.7,13.5,4.2,1.2,1.1,15.0,13.7,1.8,1.4,3.2,0.096,-1.3,-0.2,-1.5,0.2,Michael Cage,0,0.0,0.344,0.5820000000000001
97,1984-85,22.0,SAS,NBA,SG,79.0,1685.0,15.3,8.0,9.7,8.9,21.5,3.5,0.8,19.8,20.0,1.1,2.0,3.1,0.087,-0.2,1.1,0.9,1.2,Alvin Robertson,1,0.018000000000000002,0.282,0.5379999999999999
98,1984-85,22.0,SEA,NBA,C,78.0,1584.0,14.7,10.7,18.4,14.6,7.4,0.5,1.2,16.0,18.8,2.3,1.5,3.8,0.114,-1.0,-1.0,-2.1,0.0,Tim McCormick,0,0.002,0.545,0.606
99,1983-84,26.0,PHI,NBA,PF,1.0,3.0,-19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,-0.552,-5.0,-0.2,-5.2,0.0,Charles Jones,0,0.0,4.0,0.18100000000000002
100,1984-85,22.0,NJN,NBA,PF,72.0,1429.0,7.4,6.7,10.5,8.6,9.4,1.0,0.3,17.7,14.3,0.2,1.0,1.2,0.04,-3.9,-0.9,-4.8,-1.0,Jeff Turner,0,0.008,0.244,0.504
101,1984-85,24.0,IND,NBA,SF,82.0,1586.0,10.8,9.6,9.5,9.6,13.4,1.7,0.4,17.7,16.3,0.4,1.4,1.8,0.054000000000000006,-1.6,-0.1,-1.7,0.1,Tony Brown,0,0.013000000000000001,0.368,0.503
102,1984-85,23.0,ATL,NBA,PF,62.0,1195.0,13.0,7.3,13.8,10.6,9.5,1.2,3.7,20.0,18.6,0.6,1.5,2.1,0.084,-2.6,1.3,-1.3,0.2,Antoine Carr,0,0.016,0.341,0.578
103,1984-85,22.0,POR,NBA,PG,78.0,1462.0,12.5,3.1,8.4,5.7,21.2,2.4,0.3,17.3,17.5,0.9,1.4,2.3,0.076,-0.8,0.0,-0.8,0.4,Steve Colter,0,0.155,0.273,0.52
104,1984-85,24.0,NYK,NBA,PF,75.0,1404.0,7.3,8.7,18.9,13.6,3.9,1.3,1.7,21.0,19.7,-2.2,1.4,-0.8,-0.027999999999999997,-6.2,-0.9,-7.1,-1.8,Ken Bannister,0,0.0,0.431,0.48100000000000004
105,1984-85,22.0,UTA,NBA,PG,82.0,1490.0,13.3,1.9,5.4,3.6,35.9,3.3,0.4,26.4,15.1,0.8,2.3,3.1,0.1,-1.7,1.6,-0.1,0.7,John Stockton,1,0.033,0.58,0.5479999999999999
106,1984-85,23.0,IND,NBA,SG,74.0,1278.0,10.3,3.2,6.2,4.7,13.8,1.7,0.5,13.5,18.3,0.5,1.0,1.5,0.055999999999999994,-3.2,-0.2,-3.4,-0.5,Terence Stansbury,0,0.055,0.275,0.512
